Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
30962at7147	Complete	CM034718.1:21548824-21551763	21548824	21551763	+	658.0	463	https://www.orthodb.org/v10?query=30962at7147	Pyridoxal phosphate-dependent transferase
30988at7147	Complete	CM034720.1:7722073-7719654	7722073	7719654	-	529.3	319	https://www.orthodb.org/v10?query=30988at7147	Death resistor Adh domain containing target, isoform C
31013at7147	Complete	CM034720.1:21296223-21297832	21296223	21297832	+	564.2	326	https://www.orthodb.org/v10?query=31013at7147	Protein king tubby
31040at7147	Complete	CM034718.1:18819990-18822600	18819990	18822600	+	816.7	618	https://www.orthodb.org/v10?query=31040at7147	serine/threonine-protein kinase fused
31043at7147	Complete	CM034719.1:578062-580745	578062	580745	+	485.9	515	https://www.orthodb.org/v10?query=31043at7147	Mediator of RNA polymerase II transcription subunit 15
31061at7147	Complete	CM034720.1:9275028-9273447	9275028	9273447	-	416.7	262	https://www.orthodb.org/v10?query=31061at7147	NAD kinase 2, mitochondrial
31071at7147	Complete	CM034719.1:8656547-8657905	8656547	8657905	+	478.3	310	https://www.orthodb.org/v10?query=31071at7147	Molybdopterin-synthase sulfurtransferase
31118at7147	Complete	CM034719.1:18807341-18811749	18807341	18811749	+	364.4	281	https://www.orthodb.org/v10?query=31118at7147	hydroxylysine kinase
31137at7147	Complete	CM034721.1:21302274-21279334	21302274	21279334	-	244.2	124	https://www.orthodb.org/v10?query=31137at7147	fringe glycosyltransferase
31170at7147	Fragmented	CM034722.1:27019953-27017245	27019953	27017245	-	391.0	357	https://www.orthodb.org/v10?query=31170at7147	dihydroxyacetone phosphate acyltransferase
31237at7147	Complete	CM034722.1:30450175-30447337	30450175	30447337	-	653.6	333	https://www.orthodb.org/v10?query=31237at7147	Innexin
31241at7147	Complete	CM034719.1:3234755-3239032	3234755	3239032	+	532.9	288	https://www.orthodb.org/v10?query=31241at7147	Abhydrolase domain-containing protein 2
31285at7147	Complete	CM034718.1:2227040-2233155	2227040	2233155	+	682.9	411	https://www.orthodb.org/v10?query=31285at7147	Major facilitator superfamily
31289at7147	Complete	CM034719.1:20778935-20781500	20778935	20781500	+	781.7	523	https://www.orthodb.org/v10?query=31289at7147	methyltransferase-like protein 13
31302at7147	Complete	CM034720.1:24112210-24114576	24112210	24114576	+	663.3	327	https://www.orthodb.org/v10?query=31302at7147	Guanine nucleotide-binding protein G(S) subunit alpha
31360at7147	Complete	CM034722.1:25319615-25321748	25319615	25321748	+	375.4	256	https://www.orthodb.org/v10?query=31360at7147	Lipid storage droplets surface-binding protein 1
31375at7147	Complete	CM034721.1:8737113-8735782	8737113	8735782	-	709.1	360	https://www.orthodb.org/v10?query=31375at7147	Arrestin
31388at7147	Complete	CM034721.1:4525788-4527907	4525788	4527907	+	513.0	260	https://www.orthodb.org/v10?query=31388at7147	Zona pellucida domain
31414at7147	Complete	CM034719.1:6228624-6226823	6228624	6226823	-	451.1	285	https://www.orthodb.org/v10?query=31414at7147	WD40 repeat
31417at7147	Complete	CM034721.1:11831416-11832399	11831416	11832399	+	448.2	271	https://www.orthodb.org/v10?query=31417at7147	rRNA adenine N(6)-methyltransferase
31423at7147	Complete	CM034720.1:24795662-24794392	24795662	24794392	-	411.2	332	https://www.orthodb.org/v10?query=31423at7147	Leucine-rich repeat
31424at7147	Complete	CM034722.1:16167118-16165659	16167118	16165659	-	487.5	342	https://www.orthodb.org/v10?query=31424at7147	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
31425at7147	Complete	CM034721.1:1574811-1578090	1574811	1578090	+	543.4	269	https://www.orthodb.org/v10?query=31425at7147	transmembrane protein 184B isoform X1
31450at7147	Complete	CM034719.1:8347906-8349126	8347906	8349126	+	625.0	358	https://www.orthodb.org/v10?query=31450at7147	metallophosphoesterase 1 homolog
31466at7147	Complete	CM034718.1:2613508-2615189	2613508	2615189	+	814.4	398	https://www.orthodb.org/v10?query=31466at7147	beta-1,4-mannosyltransferase egh
31470at7147	Complete	CM034720.1:11504081-11502198	11504081	11502198	-	518.7	331	https://www.orthodb.org/v10?query=31470at7147	NADPH
31484at7147	Complete	CM034720.1:10103205-10098378	10103205	10098378	-	402.5	305	https://www.orthodb.org/v10?query=31484at7147	Transcription factor, MADS-box
31515at7147	Complete	CM034722.1:30813299-30814642	30813299	30814642	+	625.2	379	https://www.orthodb.org/v10?query=31515at7147	elongation factor 1-gamma
31537at7147	Complete	CM034720.1:14372977-14371647	14372977	14371647	-	683.7	334	https://www.orthodb.org/v10?query=31537at7147	Eukaryotic translation initiation factor 3 subunit M
31625at7147	Complete	CM034720.1:17626575-17625163	17626575	17625163	-	752.3	367	https://www.orthodb.org/v10?query=31625at7147	Actin
31691at7147	Duplicated	CM034718.1:18941066-18940150	18941066	18940150	-	152.6	133	https://www.orthodb.org/v10?query=31691at7147	RNA recognition motif domain
31691at7147	Duplicated	CM034718.1:18946276-18944680	18946276	18944680	-	174.7	203	https://www.orthodb.org/v10?query=31691at7147	RNA recognition motif domain
31693at7147	Complete	CM034720.1:9298077-9299313	9298077	9299313	+	283.8	258	https://www.orthodb.org/v10?query=31693at7147	phosphorylated adapter RNA export protein
31703at7147	Complete	CM034719.1:13506615-13504974	13506615	13504974	-	786.4	435	https://www.orthodb.org/v10?query=31703at7147	protein disulfide-isomerase A5
31731at7147	Complete	CM034719.1:13336380-13338494	13336380	13338494	+	562.9	304	https://www.orthodb.org/v10?query=31731at7147	Ethanolamine-phosphate cytidylyltransferase
31739at7147	Complete	CM034718.1:3461478-3462886	3461478	3462886	+	512.0	343	https://www.orthodb.org/v10?query=31739at7147	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily
31776at7147	Complete	CM034721.1:11291968-11293890	11291968	11293890	+	670.5	385	https://www.orthodb.org/v10?query=31776at7147	Molybdopterin cofactor biosynthesis C (MoaC) domain
31778at7147	Complete	CM034720.1:12899101-12905334	12899101	12905334	+	838.2	457	https://www.orthodb.org/v10?query=31778at7147	Sulfatase, conserved site
31785at7147	Complete	CM034720.1:14077566-14075503	14077566	14075503	-	602.8	426	https://www.orthodb.org/v10?query=31785at7147	rac GTPase-activating protein 1
31817at7147	Complete	CM034721.1:4087669-4086098	4087669	4086098	-	424.3	258	https://www.orthodb.org/v10?query=31817at7147	CRAL-TRIO lipid binding domain
31832at7147	Complete	CM034720.1:18349503-18347875	18349503	18347875	-	770.0	409	https://www.orthodb.org/v10?query=31832at7147	Ankyrin repeat-containing domain
31907at7147	Complete	CM034722.1:23879347-23885070	23879347	23885070	+	985.0	819	https://www.orthodb.org/v10?query=31907at7147	ENTH  domain
31940at7147	Complete	CM034720.1:16529933-16525477	16529933	16525477	-	515.9	250	https://www.orthodb.org/v10?query=31940at7147	V-type proton ATPase subunit C
31948at7147	Complete	CM034722.1:27216514-27217979	27216514	27217979	+	630.9	314	https://www.orthodb.org/v10?query=31948at7147	isocitrate dehydrogenase 
31961at7147	Complete	CM034719.1:3107869-3109174	3107869	3109174	+	286.5	239	https://www.orthodb.org/v10?query=31961at7147	Palmitoyltransferase
31963at7147	Complete	CM034720.1:17922136-17923438	17922136	17923438	+	316.6	251	https://www.orthodb.org/v10?query=31963at7147	ataxin-10
31967at7147	Complete	CM034721.1:9509623-9510887	9509623	9510887	+	499.1	302	https://www.orthodb.org/v10?query=31967at7147	SH2 domain
31984at7147	Complete	CM034722.1:26192871-26191450	26192871	26191450	-	520.4	379	https://www.orthodb.org/v10?query=31984at7147	Protoporphyrinogen oxidase
32037at7147	Complete	CM034722.1:25685096-25683705	25685096	25683705	-	357.2	322	https://www.orthodb.org/v10?query=32037at7147	serine-tRNA ligase activity
32079at7147	Complete	CM034718.1:6755023-6753657	6755023	6753657	-	442.4	292	https://www.orthodb.org/v10?query=32079at7147	Glycoside hydrolase family 18, catalytic domain
32082at7147	Complete	CM034720.1:11000572-10990004	11000572	10990004	-	654.8	326	https://www.orthodb.org/v10?query=32082at7147	Neurotransmitter-gated ion-channel
32098at7147	Complete	CM034719.1:310404-309407	310404	309407	-	305.0	188	https://www.orthodb.org/v10?query=32098at7147	Homeobox domain
32129at7147	Complete	CM034721.1:11392223-11394479	11392223	11394479	+	567.0	344	https://www.orthodb.org/v10?query=32129at7147	protein FAM188B2
32140at7147	Complete	CM034721.1:11917023-11915695	11917023	11915695	-	707.0	360	https://www.orthodb.org/v10?query=32140at7147	Pyridoxal phosphate-dependent transferase
32144at7147	Complete	CM034718.1:6903823-6902143	6903823	6902143	-	523.6	320	https://www.orthodb.org/v10?query=32144at7147	Innexin
32200at7147	Complete	CM034722.1:12285488-12288140	12285488	12288140	+	716.0	363	https://www.orthodb.org/v10?query=32200at7147	60S ribosomal protein L3
32239at7147	Complete	CM034719.1:17599853-17598220	17599853	17598220	-	594.2	386	https://www.orthodb.org/v10?query=32239at7147	glucosidase 2 subunit beta
32249at7147	Complete	CM034718.1:13867180-13863627	13867180	13863627	-	609.5	415	https://www.orthodb.org/v10?query=32249at7147	LIM domain-containing protein jub isoform X1
32288at7147	Complete	CM034718.1:16810165-16812677	16810165	16812677	+	759.6	356	https://www.orthodb.org/v10?query=32288at7147	carboxypeptidase D isoform X1
32289at7147	Complete	CM034720.1:14464802-14466709	14464802	14466709	+	771.0	459	https://www.orthodb.org/v10?query=32289at7147	dnaJ homolog subfamily C member 11
32292at7147	Missing
32314at7147	Complete	CM034722.1:25590298-25591626	25590298	25591626	+	659.0	367	https://www.orthodb.org/v10?query=32314at7147	Phosphatidylserine decarboxylase proenzyme, mitochondrial
32346at7147	Complete	CM034721.1:20193344-20196503	20193344	20196503	+	468.6	323	https://www.orthodb.org/v10?query=32346at7147	Deformed epidermal autoregulatory factor 1
32359at7147	Complete	CM034721.1:21832785-21830189	21832785	21830189	-	895.2	586	https://www.orthodb.org/v10?query=32359at7147	Serine/threonine-protein kinase PLK4
32369at7147	Duplicated	CM034720.1:8144069-8142858	8144069	8142858	-	683.7	362	https://www.orthodb.org/v10?query=32369at7147	Septin
32369at7147	Duplicated	CM034722.1:8976722-8978655	8976722	8978655	+	793.6	363	https://www.orthodb.org/v10?query=32369at7147	Septin
32378at7147	Complete	CM034721.1:1974954-1977118	1974954	1977118	+	578.6	369	https://www.orthodb.org/v10?query=32378at7147	Amino acid transporter
32465at7147	Complete	CM034721.1:12711102-12709903	12711102	12709903	-	512.7	315	https://www.orthodb.org/v10?query=32465at7147	WD40 repeat
32478at7147	Complete	CM034721.1:8463363-8461364	8463363	8461364	-	732.8	353	https://www.orthodb.org/v10?query=32478at7147	Isocitrate dehydrogenase 
32485at7147	Complete	CM034720.1:18798836-18794599	18798836	18794599	-	807.2	531	https://www.orthodb.org/v10?query=32485at7147	ubiquitin-like modifier-activating enzyme ATG7
32494at7147	Complete	CM034720.1:15089064-15087389	15089064	15087389	-	499.0	342	https://www.orthodb.org/v10?query=32494at7147	WD40-repeat-containing domain
32511at7147	Complete	CM034721.1:15399133-15394867	15399133	15394867	-	761.0	418	https://www.orthodb.org/v10?query=32511at7147	Protein disulfide-isomerase
32539at7147	Complete	CM034721.1:3244833-3246116	3244833	3246116	+	472.3	302	https://www.orthodb.org/v10?query=32539at7147	putative neutral sphingomyelinase
32573at7147	Complete	CM034719.1:7226505-7230822	7226505	7230822	+	853.9	478	https://www.orthodb.org/v10?query=32573at7147	Menin
32612at7147	Complete	CM034718.1:16073716-16072175	16073716	16072175	-	627.2	355	https://www.orthodb.org/v10?query=32612at7147	eukaryotic translation initiation factor 5
32618at7147	Complete	CM034718.1:23430630-23428947	23430630	23428947	-	552.6	409	https://www.orthodb.org/v10?query=32618at7147	clusterin-associated protein 1
32632at7147	Complete	CM034720.1:22145094-22147388	22145094	22147388	+	736.9	405	https://www.orthodb.org/v10?query=32632at7147	Intimal thickness related receptor, IRP
32636at7147	Complete	CM034718.1:1113047-1111274	1113047	1111274	-	918.6	517	https://www.orthodb.org/v10?query=32636at7147	cell division control protein 45 homolog
32656at7147	Complete	CM034720.1:16381232-16382609	16381232	16382609	+	636.3	335	https://www.orthodb.org/v10?query=32656at7147	Lissencephaly-1 homolog
32682at7147	Complete	CM034722.1:27022446-27024014	27022446	27024014	+	811.3	452	https://www.orthodb.org/v10?query=32682at7147	fatty-acid amide hydrolase 2
32700at7147	Complete	CM034720.1:22803924-22802563	22803924	22802563	-	678.1	315	https://www.orthodb.org/v10?query=32700at7147	Cyclin-dependent kinase 9
32701at7147	Complete	CM034721.1:9094391-9096188	9094391	9096188	+	565.5	320	https://www.orthodb.org/v10?query=32701at7147	Protein phosphatase methylesterase 1
32719at7147	Complete	CM034721.1:21376499-21378017	21376499	21378017	+	455.3	357	https://www.orthodb.org/v10?query=32719at7147	DNA-directed RNA polymerase III subunit RPC5
32741at7147	Complete	CM034722.1:15134051-15136042	15134051	15136042	+	601.9	476	https://www.orthodb.org/v10?query=32741at7147	origin recognition complex subunit 2
32748at7147	Complete	CM034721.1:12935458-12950066	12935458	12950066	+	351.2	270	https://www.orthodb.org/v10?query=32748at7147	Homeobox domain
32751at7147	Complete	CM034722.1:27495195-27498426	27495195	27498426	+	627.4	431	https://www.orthodb.org/v10?query=32751at7147	protein bride of sevenless
32752at7147	Complete	CM034718.1:15382594-15385989	15382594	15385989	+	532.7	671	https://www.orthodb.org/v10?query=32752at7147	protein NRDE2 homolog
32844at7147	Complete	CM034721.1:6062136-6060505	6062136	6060505	-	812.3	467	https://www.orthodb.org/v10?query=32844at7147	DNA polymerase epsilon subunit
32864at7147	Complete	CM034720.1:14370081-14371169	14370081	14371169	+	652.0	331	https://www.orthodb.org/v10?query=32864at7147	GDP-fucose protein O-fucosyltransferase 1
32865at7147	Complete	CM034719.1:6782324-6781138	6782324	6781138	-	603.1	308	https://www.orthodb.org/v10?query=32865at7147	Galactose-1-phosphate uridylyltransferase
32907at7147	Complete	CM034719.1:19161435-19159058	19161435	19159058	-	742.7	524	https://www.orthodb.org/v10?query=32907at7147	Protein hook
32912at7147	Complete	CM034721.1:16462990-16460605	16462990	16460605	-	592.3	507	https://www.orthodb.org/v10?query=32912at7147	WD40-repeat-containing domain
32946at7147	Complete	CM034721.1:8396557-8395429	8396557	8395429	-	372.2	198	https://www.orthodb.org/v10?query=32946at7147	Protein of unknown function DM4/12
32983at7147	Complete	CM034719.1:21284614-21287001	21284614	21287001	+	843.5	586	https://www.orthodb.org/v10?query=32983at7147	protein MCM10 homolog
32996at7147	Fragmented	CM034718.1:11588536-11593527	11588536	11593527	+	345.8	206	https://www.orthodb.org/v10?query=32996at7147	Rhomboid-like protein
33001at7147	Complete	CM034720.1:24065614-24064553	24065614	24064553	-	315.8	241	https://www.orthodb.org/v10?query=33001at7147	mRNA-decapping enzyme, C-terminal
33096at7147	Complete	CM034722.1:29346805-29356789	29346805	29356789	+	264.5	214	https://www.orthodb.org/v10?query=33096at7147	Winged helix DNA-binding domain superfamily
33110at7147	Complete	CM034718.1:23334793-23333436	23334793	23333436	-	502.6	236	https://www.orthodb.org/v10?query=33110at7147	WD40-repeat-containing domain
33162at7147	Complete	CM034721.1:15420224-15417696	15420224	15417696	-	509.6	313	https://www.orthodb.org/v10?query=33162at7147	endoplasmic reticulum-Golgi intermediate compartment protein 3
33167at7147	Complete	CM034719.1:18192434-18194237	18192434	18194237	+	627.7	316	https://www.orthodb.org/v10?query=33167at7147	Arrestin
33183at7147	Complete	CM034719.1:18824632-18826369	18824632	18826369	+	675.9	371	https://www.orthodb.org/v10?query=33183at7147	RUS1 family protein C16orf58 homolog
33223at7147	Complete	CM034719.1:22097751-22101654	22097751	22101654	+	724.7	560	https://www.orthodb.org/v10?query=33223at7147	protein tiptop
33236at7147	Complete	CM034722.1:8858980-8875307	8858980	8875307	+	843.5	475	https://www.orthodb.org/v10?query=33236at7147	octopamine receptor Oamb isoform X1
33250at7147	Complete	CM034718.1:8119846-8118824	8119846	8118824	-	685.0	308	https://www.orthodb.org/v10?query=33250at7147	WD40-repeat-containing domain
33254at7147	Complete	CM034721.1:18275558-18276666	18275558	18276666	+	530.9	298	https://www.orthodb.org/v10?query=33254at7147	WD40 repeat
33288at7147	Complete	CM034720.1:24327430-24329326	24327430	24329326	+	444.1	408	https://www.orthodb.org/v10?query=33288at7147	Tetratricopeptide repeat
33325at7147	Complete	CM034722.1:25588882-25587516	25588882	25587516	-	692.5	366	https://www.orthodb.org/v10?query=33325at7147	beclin-1-like protein
33362at7147	Complete	CM034719.1:5014709-5013362	5014709	5013362	-	577.9	300	https://www.orthodb.org/v10?query=33362at7147	GDP-mannose 4,6 dehydratase
33367at7147	Complete	CM034722.1:13775624-13777772	13775624	13777772	+	654.8	318	https://www.orthodb.org/v10?query=33367at7147	actin-related protein 1
33382at7147	Complete	CM034721.1:16873767-16871372	16873767	16871372	-	549.5	296	https://www.orthodb.org/v10?query=33382at7147	prostaglandin E synthase 2
33424at7147	Complete	CM034721.1:17316062-17317440	17316062	17317440	+	476.1	312	https://www.orthodb.org/v10?query=33424at7147	3-beta-hydroxy-delta-5-steroid dehydrogenase, steroid delta-isomerase
33430at7147	Complete	CM034719.1:10474186-10475187	10474186	10475187	+	434.5	239	https://www.orthodb.org/v10?query=33430at7147	Mitochondrial carrier protein
33436at7147	Complete	CM034721.1:11817622-11816197	11817622	11816197	-	599.2	334	https://www.orthodb.org/v10?query=33436at7147	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
33443at7147	Complete	CM034718.1:1004648-1005925	1004648	1005925	+	408.6	292	https://www.orthodb.org/v10?query=33443at7147	Crossover junction endonuclease MUS81
33446at7147	Complete	CM034720.1:8195255-8193340	8195255	8193340	-	559.2	315	https://www.orthodb.org/v10?query=33446at7147	Leucine-rich repeat
33458at7147	Complete	CM034720.1:12973275-12988881	12973275	12988881	+	424.1	359	https://www.orthodb.org/v10?query=33458at7147	uncharacterized protein LOC106621310
33478at7147	Complete	CM034722.1:23830060-23828858	23830060	23828858	-	591.8	320	https://www.orthodb.org/v10?query=33478at7147	bifunctional arginine demethylase and lysyl-hydroxylase PSR
33513at7147	Complete	CM034721.1:11285583-11283700	11285583	11283700	-	367.6	359	https://www.orthodb.org/v10?query=33513at7147	Las1-like
33530at7147	Complete	CM034721.1:9102979-9099596	9102979	9099596	-	477.8	400	https://www.orthodb.org/v10?query=33530at7147	protein Smaug isoform X1
33537at7147	Complete	CM034718.1:9786450-9789113	9786450	9789113	+	621.1	329	https://www.orthodb.org/v10?query=33537at7147	Obg-like ATPase 1
33597at7147	Complete	CM034722.1:14121880-14127731	14121880	14127731	+	605.0	277	https://www.orthodb.org/v10?query=33597at7147	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
33604at7147	Complete	CM034719.1:5813189-5820015	5813189	5820015	+	518.5	276	https://www.orthodb.org/v10?query=33604at7147	cyclin-dependent kinase-like 1 isoform X1
33614at7147	Complete	CM034721.1:17863727-17862069	17863727	17862069	-	780.6	424	https://www.orthodb.org/v10?query=33614at7147	WD40-repeat-containing domain
33629at7147	Complete	CM034722.1:26549651-26553102	26549651	26553102	+	724.5	463	https://www.orthodb.org/v10?query=33629at7147	nuclear hormone receptor HR96
33638at7147	Complete	CM034721.1:3983940-3986497	3983940	3986497	+	332.7	374	https://www.orthodb.org/v10?query=33638at7147	FAM110
33641at7147	Complete	CM034722.1:32233872-32231553	32233872	32231553	-	617.6	314	https://www.orthodb.org/v10?query=33641at7147	Ribose-phosphate pyrophosphokinase 1,2
33666at7147	Complete	CM034722.1:10751678-10752640	10751678	10752640	+	263.4	202	https://www.orthodb.org/v10?query=33666at7147	pinin
33689at7147	Complete	CM034718.1:4448374-4450641	4448374	4450641	+	734.2	371	https://www.orthodb.org/v10?query=33689at7147	uncharacterized protein CG3556
33706at7147	Complete	CM034720.1:9136263-9143747	9136263	9143747	+	556.9	284	https://www.orthodb.org/v10?query=33706at7147	Receptor protein serine/threonine kinase
33709at7147	Complete	CM034722.1:12884134-12882726	12884134	12882726	-	730.5	377	https://www.orthodb.org/v10?query=33709at7147	Pyridoxal phosphate-dependent transferase
33755at7147	Duplicated	CM034718.1:6214870-6213339	6214870	6213339	-	753.0	334	https://www.orthodb.org/v10?query=33755at7147	26S proteasome regulatory subunit 10B
33755at7147	Duplicated	CM034721.1:12083760-12084927	12083760	12084927	+	672.1	331	https://www.orthodb.org/v10?query=33755at7147	26S proteasome regulatory subunit 10B
33776at7147	Complete	CM034718.1:3471493-3469962	3471493	3469962	-	502.7	397	https://www.orthodb.org/v10?query=33776at7147	Growth arrest-specific protein 8
33811at7147	Complete	CM034718.1:3823526-3824991	3823526	3824991	+	685.8	306	https://www.orthodb.org/v10?query=33811at7147	V-type proton ATPase subunit
33889at7147	Complete	CM034722.1:12638131-12639373	12638131	12639373	+	555.5	294	https://www.orthodb.org/v10?query=33889at7147	Rab-GTPase-TBC domain
33897at7147	Missing
33935at7147	Complete	CM034722.1:18383357-18385282	18383357	18385282	+	739.0	342	https://www.orthodb.org/v10?query=33935at7147	Serine/threonine protein kinase
33983at7147	Complete	CM034720.1:18382138-18380692	18382138	18380692	-	561.0	384	https://www.orthodb.org/v10?query=33983at7147	armadillo repeat-containing protein 6 homolog
33993at7147	Complete	CM034720.1:24342971-24344776	24342971	24344776	+	759.2	357	https://www.orthodb.org/v10?query=33993at7147	H/ACA ribonucleoprotein complex subunit 4 
34044at7147	Complete	CM034722.1:32814460-32804442	32814460	32804442	-	358.4	275	https://www.orthodb.org/v10?query=34044at7147	SOCS box domain
34096at7147	Complete	CM034720.1:14185969-14187396	14185969	14187396	+	704.4	355	https://www.orthodb.org/v10?query=34096at7147	Ferrodoxin-fold anticodon-binding domain
34129at7147	Complete	CM034720.1:24725225-24722173	24725225	24722173	-	849.2	547	https://www.orthodb.org/v10?query=34129at7147	RNA polymerase II subunit A C-terminal domain phosphatase
34132at7147	Complete	CM034720.1:5821118-5815776	5821118	5815776	-	831.7	589	https://www.orthodb.org/v10?query=34132at7147	CCR4-NOT complex subunit 2/3/5, N-terminal domain superfamily
34220at7147	Complete	CM034722.1:28740080-28737365	28740080	28737365	-	753.9	408	https://www.orthodb.org/v10?query=34220at7147	Y+L amino acid transporter 2
34236at7147	Complete	CM034718.1:5590625-5594363	5590625	5594363	+	660.8	581	https://www.orthodb.org/v10?query=34236at7147	PWI domain
34293at7147	Complete	CM034718.1:11130076-11137721	11130076	11137721	+	630.6	377	https://www.orthodb.org/v10?query=34293at7147	cytoplasmic dynein 1 light intermediate chain 1
34323at7147	Complete	CM034718.1:2621604-2623827	2621604	2623827	+	717.7	561	https://www.orthodb.org/v10?query=34323at7147	centromere/kinetochore protein zw10
34330at7147	Missing
34342at7147	Complete	CM034721.1:17702478-17703671	17702478	17703671	+	446.2	319	https://www.orthodb.org/v10?query=34342at7147	basic helix-loop-helix neural transcription factor TAP
34356at7147	Complete	CM034719.1:7593000-7595680	7593000	7595680	+	555.5	312	https://www.orthodb.org/v10?query=34356at7147	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial
34388at7147	Complete	CM034719.1:4983889-4985833	4983889	4985833	+	546.2	291	https://www.orthodb.org/v10?query=34388at7147	geranylgeranyl transferase type-1 subunit beta
34460at7147	Complete	CM034721.1:12468798-12464082	12468798	12464082	-	504.8	280	https://www.orthodb.org/v10?query=34460at7147	Spermidine synthase, tetramerisation domain
34492at7147	Complete	CM034721.1:21488103-21485600	21488103	21485600	-	797.0	501	https://www.orthodb.org/v10?query=34492at7147	dnaJ homolog subfamily C member 2
34516at7147	Complete	CM034722.1:15787858-15786441	15787858	15786441	-	521.5	269	https://www.orthodb.org/v10?query=34516at7147	Serine protease HTRA2, mitochondrial
34551at7147	Fragmented	CM034720.1:14573126-14574325	14573126	14574325	+	484.2	297	https://www.orthodb.org/v10?query=34551at7147	general transcription factor IIH subunit 1
34553at7147	Complete	CM034721.1:13095067-13097488	13095067	13097488	+	881.8	492	https://www.orthodb.org/v10?query=34553at7147	equilibrative nucleoside transporter 4
34561at7147	Complete	CM034721.1:20058574-20102752	20058574	20102752	+	576.4	286	https://www.orthodb.org/v10?query=34561at7147	WD40-repeat-containing domain
34577at7147	Complete	CM034721.1:875804-874628	875804	874628	-	427.5	262	https://www.orthodb.org/v10?query=34577at7147	lysine-specific demethylase 8
34597at7147	Complete	JAEMMQ010000012.1:45810-70149	45810	70149	+	853.8	510	https://www.orthodb.org/v10?query=34597at7147	Ring canal kelch protein
34658at7147	Complete	CM034722.1:6970236-6981142	6970236	6981142	+	402.0	282	https://www.orthodb.org/v10?query=34658at7147	Protein of unknown function DUF1676
34667at7147	Complete	CM034719.1:19608382-19585895	19608382	19585895	-	530.3	265	https://www.orthodb.org/v10?query=34667at7147	heparin sulfate O-sulfotransferase
34692at7147	Complete	CM034721.1:8623376-8625387	8623376	8625387	+	816.6	432	https://www.orthodb.org/v10?query=34692at7147	protein ERGIC-53
34699at7147	Complete	CM034721.1:11388950-11390703	11388950	11390703	+	727.3	438	https://www.orthodb.org/v10?query=34699at7147	AarF domain containing kinase 5
34725at7147	Complete	CM034720.1:16397032-16398263	16397032	16398263	+	563.0	313	https://www.orthodb.org/v10?query=34725at7147	lipoyltransferase 1, mitochondrial
34732at7147	Complete	CM034718.1:20443580-20441461	20443580	20441461	-	651.2	347	https://www.orthodb.org/v10?query=34732at7147	N-acetylglucosamine-6-phosphate deacetylase
34735at7147	Complete	CM034722.1:13545406-13544020	13545406	13544020	-	470.9	326	https://www.orthodb.org/v10?query=34735at7147	F-box only protein 9
34761at7147	Complete	CM034718.1:1913751-1912075	1913751	1912075	-	597.9	370	https://www.orthodb.org/v10?query=34761at7147	peroxisomal targeting signal 1 receptor
34780at7147	Complete	CM034719.1:19191379-19192627	19191379	19192627	+	479.1	277	https://www.orthodb.org/v10?query=34780at7147	tRNA-dihydrouridine(20a/20b) synthase 
34800at7147	Complete	CM034721.1:21194132-21192063	21194132	21192063	-	618.5	373	https://www.orthodb.org/v10?query=34800at7147	26S proteasome regulatory subunit S3
34806at7147	Complete	CM034721.1:21943685-21945511	21943685	21945511	+	721.1	395	https://www.orthodb.org/v10?query=34806at7147	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
34808at7147	Complete	CM034719.1:529129-530950	529129	530950	+	568.5	391	https://www.orthodb.org/v10?query=34808at7147	Bardet-Biedl syndrome 8
34834at7147	Complete	CM034720.1:12196243-12194403	12196243	12194403	-	677.2	314	https://www.orthodb.org/v10?query=34834at7147	ribonucleoside-diphosphate reductase subunit M2
34843at7147	Complete	CM034720.1:8304892-8303825	8304892	8303825	-	311.9	227	https://www.orthodb.org/v10?query=34843at7147	snRNA-activating protein complex subunit 3
34864at7147	Complete	CM034720.1:17934641-17933013	17934641	17933013	-	623.1	333	https://www.orthodb.org/v10?query=34864at7147	phosphatidylinositol N-acetylglucosaminyltransferase subunit A
34897at7147	Complete	CM034718.1:15471845-15470512	15471845	15470512	-	456.9	248	https://www.orthodb.org/v10?query=34897at7147	WSCD family member CG9164
34919at7147	Complete	CM034719.1:10464583-10462730	10464583	10462730	-	692.7	391	https://www.orthodb.org/v10?query=34919at7147	Ubiquitin carboxyl-terminal hydrolase 14
34940at7147	Complete	CM034722.1:31524771-31522380	31524771	31522380	-	787.6	577	https://www.orthodb.org/v10?query=34940at7147	conserved oligomeric Golgi complex subunit 7
34952at7147	Complete	CM034722.1:10698176-10699508	10698176	10699508	+	394.2	285	https://www.orthodb.org/v10?query=34952at7147	Nucleoside diphosphate kinase-like domain
34988at7147	Complete	CM034719.1:9870607-9931693	9870607	9931693	+	824.0	376	https://www.orthodb.org/v10?query=34988at7147	Methionine aminopeptidase 2
34997at7147	Complete	CM034719.1:10124588-10126716	10124588	10126716	+	774.4	422	https://www.orthodb.org/v10?query=34997at7147	TLDc domain
